,anio,mes,dia,hora,minuto,segundo,id_estacion,voltaje_sistema,nivel_mar_leveltrol,nivel_mar_burbujeador,sw_1,sw_2,temperatura_agua,nivel_mar_ott_rsl,radiacion_solar,direccion_viento,magnitud_viendo,temperatura_aire,humedad_relativa,presion_atmosferica,precipitacion,voltaje_estacion_met,nivel_mar_sutron
86,2011,1.0,1.0,1.0,27.0,0.0,101.0,12.42,2.178,2.162,0.0,1.0,16.33,9.999,9999.9,999.0,99.9,13.5,999.9,1019.71,999.99,99.9,9.999
87,2011,1.0,1.0,1.0,28.0,0.0,101.0,12.42,2.185,2.15,0.0,1.0,16.33,9.999,9999.9,999.0,99.9,13.5,999.9,1019.72,999.99,99.9,9.999
88,2011,1.0,1.0,1.0,29.0,0.0,101.0,12.42,2.189,2.146,0.0,1.0,16.34,9.999,9999.9,999.0,99.9,13.5,999.9,1019.72,999.99,99.9,9.999
89,2011,1.0,1.0,1.0,30.0,0.0,101.0,12.42,2.196,2.145,0.0,1.0,16.34,9.999,9999.9,999.0,99.9,13.5,999.9,1019.72,999.99,99.9,9.999
90,2011,1.0,1.0,1.0,31.0,0.0,101.0,12.42,2.196,2.141,0.0,1.0,16.35,9.999,9999.9,999.0,99.9,13.5,999.9,1019.74,999.99,99.9,9.999
91,2011,1.0,1.0,1.0,32.0,0.0,101.0,12.42,2.196,2.138,0.0,1.0,16.35,9.999,9999.9,999.0,99.9,13.5,999.9,1019.74,999.99,99.9,9.999
92,2011,1.0,1.0,1.0,33.0,0.0,101.0,12.42,2.204,2.134,0.0,1.0,16.35,9.999,9999.9,999.0,99.9,13.5,999.9,1019.77,999.99,99.9,9.999
93,2011,1.0,1.0,1.0,34.0,0.0,101.0,12.42,2.21,2.128,0.0,1.0,16.37,9.999,9999.9,999.0,99.9,13.5,999.9,1019.8,999.99,99.9,9.999
94,2011,1.0,1.0,1.0,35.0,0.0,101.0,12.41,2.194,2.135,0.0,1.0,16.35,9.999,9999.9,999.0,99.9,13.5,999.9,1019.84,999.99,99.9,9.999
95,2011,1.0,1.0,1.0,36.0,0.0,101.0,12.42,2.194,2.149,0.0,1.0,16.34,9.999,9999.9,999.0,99.9,13.5,999.9,1019.86,999.99,99.9,9.999
96,2011,1.0,1.0,1.0,37.0,0.0,101.0,12.41,2.199,2.142,0.0,1.0,16.34,9.999,9999.9,999.0,99.9,13.4,999.9,1019.87,999.99,99.9,9.999
97,2011,1.0,1.0,1.0,38.0,0.0,101.0,12.41,2.203,2.132,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.4,999.9,1019.88,999.99,99.9,9.999
98,2011,1.0,1.0,1.0,39.0,0.0,101.0,12.41,2.197,2.136,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.4,999.9,1019.93,999.99,99.9,9.999
99,2011,1.0,1.0,1.0,40.0,0.0,101.0,12.41,2.203,2.139,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.4,999.9,1019.97,999.99,99.9,9.999
100,2011,1.0,1.0,1.0,41.0,0.0,101.0,12.41,2.209,2.126,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.4,999.9,1020.01,999.99,99.9,9.999
101,2011,1.0,1.0,1.0,42.0,0.0,101.0,12.41,2.211,2.124,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.4,999.9,1020.03,999.99,99.9,9.999
102,2011,1.0,1.0,1.0,43.0,0.0,101.0,12.41,2.217,2.121,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.4,999.9,1020.06,999.99,99.9,9.999
103,2011,1.0,1.0,1.0,44.0,0.0,101.0,12.41,2.225,2.112,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.5,999.9,1020.09,999.99,99.9,9.999
104,2011,1.0,1.0,1.0,45.0,0.0,101.0,12.41,2.227,2.112,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.5,999.9,1020.11,999.99,99.9,9.999
105,2011,1.0,1.0,1.0,46.0,0.0,101.0,12.41,2.243,2.102,0.0,1.0,16.41,9.999,9999.9,999.0,99.9,13.6,999.9,1020.22,999.99,99.9,9.999
106,2011,1.0,1.0,1.0,47.0,0.0,101.0,12.41,2.245,2.092,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.5,999.9,1020.17,999.99,99.9,9.999
107,2011,1.0,1.0,1.0,48.0,0.0,101.0,12.41,2.247,2.095,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.5,999.9,1020.19,999.99,99.9,9.999
108,2011,1.0,1.0,1.0,49.0,0.0,101.0,12.41,2.251,2.085,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.5,999.9,1020.2,999.99,99.9,9.999
109,2011,1.0,1.0,1.0,50.0,0.0,101.0,12.41,2.257,2.077,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.4,999.9,1020.22,999.99,99.9,9.999
110,2011,1.0,1.0,1.0,51.0,0.0,101.0,12.41,2.259,2.076,0.0,1.0,16.33,9.999,9999.9,999.0,99.9,13.4,999.9,1020.22,999.99,99.9,9.999
111,2011,1.0,1.0,1.0,52.0,0.0,101.0,12.4,2.256,2.077,0.0,1.0,16.34,9.999,9999.9,999.0,99.9,13.4,999.9,1020.22,999.99,99.9,9.999
112,2011,1.0,1.0,1.0,53.0,0.0,101.0,12.41,2.257,2.075,0.0,1.0,16.33,9.999,9999.9,999.0,99.9,13.4,999.9,1020.27,999.99,99.9,9.999
113,2011,1.0,1.0,1.0,54.0,0.0,101.0,12.4,2.253,2.075,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.4,999.9,1020.27,999.99,99.9,9.999
114,2011,1.0,1.0,1.0,55.0,0.0,101.0,12.4,2.254,2.075,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.4,999.9,1020.27,999.99,99.9,9.999
115,2011,1.0,1.0,1.0,56.0,0.0,101.0,12.4,2.252,2.086,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.4,999.9,1020.33,999.99,99.9,9.999
116,2011,1.0,1.0,1.0,57.0,0.0,101.0,12.4,2.242,2.093,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.4,999.9,1020.33,999.99,99.9,9.999
117,2011,1.0,1.0,1.0,58.0,0.0,101.0,12.4,2.242,2.086,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.3,999.9,1020.32,999.99,99.9,9.999
118,2011,1.0,1.0,1.0,59.0,0.0,101.0,12.4,2.247,2.088,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.3,999.9,1020.34,999.99,99.9,9.999
119,2011,1.0,1.0,2.0,0.0,0.0,101.0,12.4,2.243,2.086,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.3,999.9,1020.34,999.99,99.9,9.999
120,2011,1.0,1.0,2.0,1.0,0.0,101.0,12.4,2.24,2.09,0.0,1.0,16.29,9.999,9999.9,999.0,99.9,13.3,999.9,1020.38,999.99,99.9,9.999
121,2011,1.0,1.0,2.0,2.0,0.0,101.0,12.4,2.246,2.085,0.0,1.0,16.29,9.999,9999.9,999.0,99.9,13.3,999.9,1020.35,999.99,99.9,9.999
122,2011,1.0,1.0,2.0,3.0,0.0,101.0,12.4,2.244,2.077,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.3,999.9,1020.38,999.99,99.9,9.999
123,2011,1.0,1.0,2.0,4.0,0.0,101.0,12.4,2.26,2.072,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.3,999.9,1020.42,999.99,99.9,9.999
124,2011,1.0,1.0,2.0,5.0,0.0,101.0,12.4,2.268,2.064,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.3,999.9,1020.39,999.99,99.9,9.999
125,2011,1.0,1.0,2.0,6.0,0.0,101.0,12.39,2.272,2.05,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.3,999.9,1020.35,999.99,99.9,9.999
126,2011,1.0,1.0,2.0,7.0,0.0,101.0,12.39,2.278,2.045,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.3,999.9,1020.37,999.99,99.9,9.999
127,2011,1.0,1.0,2.0,8.0,0.0,101.0,12.39,2.286,2.037,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.3,999.9,1020.43,999.99,99.9,9.999
128,2011,1.0,1.0,2.0,9.0,0.0,101.0,12.4,2.305,2.026,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.3,999.9,1020.43,999.99,99.9,9.999
129,2011,1.0,1.0,2.0,10.0,0.0,101.0,12.39,2.316,2.021,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.3,999.9,1020.44,999.99,99.9,9.999
130,2011,1.0,1.0,2.0,11.0,0.0,101.0,12.4,2.326,2.019,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.2,999.9,1020.42,999.99,99.9,9.999
131,2011,1.0,1.0,2.0,12.0,0.0,101.0,12.39,2.328,2.009,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.2,999.9,1020.42,999.99,99.9,9.999
132,2011,1.0,1.0,2.0,13.0,0.0,101.0,12.39,2.327,2.016,0.0,1.0,16.32,9.999,9999.9,999.0,99.9,13.2,999.9,1020.41,999.99,99.9,9.999
133,2011,1.0,1.0,2.0,14.0,0.0,101.0,12.39,2.318,2.015,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.2,999.9,1020.41,999.99,99.9,9.999
134,2011,1.0,1.0,2.0,15.0,0.0,101.0,12.39,2.334,2.013,0.0,1.0,16.31,9.999,9999.9,999.0,99.9,13.2,999.9,1020.44,999.99,99.9,9.999
135,2011,1.0,1.0,2.0,16.0,0.0,101.0,12.39,2.336,2.003,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.1,999.9,1020.44,999.99,99.9,9.999
136,2011,1.0,1.0,2.0,17.0,0.0,101.0,12.39,2.325,2.006,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.1,999.9,1020.45,999.99,99.9,9.999
137,2011,1.0,1.0,2.0,18.0,0.0,101.0,12.39,2.321,2.016,0.0,1.0,16.3,9.999,9999.9,999.0,99.9,13.1,999.9,1020.49,999.99,99.9,9.999
